item_id,verb_condition,verb,subject_condition,subject,context_condition,context,predicate_condition,predicate,Preamble,prefix,CriticalWord,intervention_simple,continuation,aux,verb_1_o,sentence,question,subject_context_condition,item,condition_id
27_nonword_subject2_nocontext,nonword,drazs,subject2,the traveller,nocontext,,1,card,the traveller,the traveller drazs the,drazs,the,card,Does,draw,the traveller drazs the card,Does the traveller draw the card?,subject2_nocontext,27,nonword_subject2_nocontext
27_random_neutral_nocontext,random,iguls,neutral,he,nocontext,,1,card,he,he iguls the,iguls,the,card,Does,draw,he iguls the card,Does he draw the card?,neutral_nocontext,27,random_neutral_nocontext
27_random_neutral_context1,random,iguls,neutral,he,context1,"at the poker table, ",1,card,"at the poker table, he","at the poker table, he iguls the",iguls,the,card,Does,draw,"at the poker table, he iguls the card",Does he draw the card?,neutral_context1,27,random_neutral_context1
27_random_neutral_context2,random,iguls,neutral,he,context2,"on the train platform, ",1,card,"on the train platform, he","on the train platform, he iguls the",iguls,the,card,Does,draw,"on the train platform, he iguls the card",Does he draw the card?,neutral_context2,27,random_neutral_context2
27_random_subject1_nocontext,random,iguls,subject1,the player,nocontext,,1,card,the player,the player iguls the,iguls,the,card,Does,draw,the player iguls the card,Does the player draw the card?,subject1_nocontext,27,random_subject1_nocontext
27_random_subject2_nocontext,random,iguls,subject2,the traveller,nocontext,,1,card,the traveller,the traveller iguls the,iguls,the,card,Does,draw,the traveller iguls the card,Does the traveller draw the card?,subject2_nocontext,27,random_subject2_nocontext
28_word1_neutral_nocontext,word1,drills,neutral,he,nocontext,,1,wood,he,he drills the,drills,the,wood,Does,drill,he drills the wood,Does he drill the wood?,neutral_nocontext,28,word1_neutral_nocontext
28_word1_neutral_context1,word1,drills,neutral,he,context1,"in the workshop, ",1,wood,"in the workshop, he","in the workshop, he drills the",drills,the,wood,Does,drill,"in the workshop, he drills the wood",Does he drill the wood?,neutral_context1,28,word1_neutral_context1
28_word1_neutral_context2,word1,drills,neutral,he,context2,"at the BBQ restaurant, ",1,wood,"at the BBQ restaurant, he","at the BBQ restaurant, he drills the",drills,the,wood,Does,drill,"at the BBQ restaurant, he drills the wood",Does he drill the wood?,neutral_context2,28,word1_neutral_context2
28_word1_subject1_nocontext,word1,drills,subject1,the carpenter,nocontext,,1,wood,the carpenter,the carpenter drills the,drills,the,wood,Does,drill,the carpenter drills the wood,Does the carpenter drill the wood?,subject1_nocontext,28,word1_subject1_nocontext
28_word1_subject2_nocontext,word1,drills,subject2,the chef,nocontext,,1,wood,the chef,the chef drills the,drills,the,wood,Does,drill,the chef drills the wood,Does the chef drill the wood?,subject2_nocontext,28,word1_subject2_nocontext
28_word2_neutral_nocontext,word2,grills,neutral,he,nocontext,,1,wood,he,he grills the,grills,the,wood,Does,drill,he grills the wood,Does he drill the wood?,neutral_nocontext,28,word2_neutral_nocontext
28_word2_neutral_context1,word2,grills,neutral,he,context1,"in the workshop, ",1,wood,"in the workshop, he","in the workshop, he grills the",grills,the,wood,Does,drill,"in the workshop, he grills the wood",Does he drill the wood?,neutral_context1,28,word2_neutral_context1
28_word2_neutral_context2,word2,grills,neutral,he,context2,"at the BBQ restaurant, ",1,wood,"at the BBQ restaurant, he","at the BBQ restaurant, he grills the",grills,the,wood,Does,drill,"at the BBQ restaurant, he grills the wood",Does he drill the wood?,neutral_context2,28,word2_neutral_context2
28_word2_subject1_nocontext,word2,grills,subject1,the carpenter,nocontext,,1,wood,the carpenter,the carpenter grills the,grills,the,wood,Does,drill,the carpenter grills the wood,Does the carpenter drill the wood?,subject1_nocontext,28,word2_subject1_nocontext
28_word2_subject2_nocontext,word2,grills,subject2,the chef,nocontext,,1,wood,the chef,the chef grills the,grills,the,wood,Does,drill,the chef grills the wood,Does the chef drill the wood?,subject2_nocontext,28,word2_subject2_nocontext
28_word2_control_neutral_nocontext,word2_control,broils,neutral,he,nocontext,,1,wood,he,he broils the,broils,the,wood,Does,drill,he broils the wood,Does he drill the wood?,neutral_nocontext,28,word2_control_neutral_nocontext
28_word2_control_neutral_context1,word2_control,broils,neutral,he,context1,"in the workshop, ",1,wood,"in the workshop, he","in the workshop, he broils the",broils,the,wood,Does,drill,"in the workshop, he broils the wood",Does he drill the wood?,neutral_context1,28,word2_control_neutral_context1
28_word2_control_neutral_context2,word2_control,broils,neutral,he,context2,"at the BBQ restaurant, ",1,wood,"at the BBQ restaurant, he","at the BBQ restaurant, he broils the",broils,the,wood,Does,drill,"at the BBQ restaurant, he broils the wood",Does he drill the wood?,neutral_context2,28,word2_control_neutral_context2
28_word2_control_subject1_nocontext,word2_control,broils,subject1,the carpenter,nocontext,,1,wood,the carpenter,the carpenter broils the,broils,the,wood,Does,drill,the carpenter broils the wood,Does the carpenter drill the wood?,subject1_nocontext,28,word2_control_subject1_nocontext
28_word2_control_subject2_nocontext,word2_control,broils,subject2,the chef,nocontext,,1,wood,the chef,the chef broils the,broils,the,wood,Does,drill,the chef broils the wood,Does the chef drill the wood?,subject2_nocontext,28,word2_control_subject2_nocontext
28_nonword_neutral_nocontext,nonword,qrills,neutral,he,nocontext,,1,wood,he,he qrills the,qrills,the,wood,Does,drill,he qrills the wood,Does he drill the wood?,neutral_nocontext,28,nonword_neutral_nocontext
28_nonword_neutral_context1,nonword,qrills,neutral,he,context1,"in the workshop, ",1,wood,"in the workshop, he","in the workshop, he qrills the",qrills,the,wood,Does,drill,"in the workshop, he qrills the wood",Does he drill the wood?,neutral_context1,28,nonword_neutral_context1
28_nonword_neutral_context2,nonword,qrills,neutral,he,context2,"at the BBQ restaurant, ",1,wood,"at the BBQ restaurant, he","at the BBQ restaurant, he qrills the",qrills,the,wood,Does,drill,"at the BBQ restaurant, he qrills the wood",Does he drill the wood?,neutral_context2,28,nonword_neutral_context2
28_nonword_subject1_nocontext,nonword,qrills,subject1,the carpenter,nocontext,,1,wood,the carpenter,the carpenter qrills the,qrills,the,wood,Does,drill,the carpenter qrills the wood,Does the carpenter drill the wood?,subject1_nocontext,28,nonword_subject1_nocontext
28_nonword_subject2_nocontext,nonword,qrills,subject2,the chef,nocontext,,1,wood,the chef,the chef qrills the,qrills,the,wood,Does,drill,the chef qrills the wood,Does the chef drill the wood?,subject2_nocontext,28,nonword_subject2_nocontext
28_random_neutral_nocontext,random,yuails,neutral,he,nocontext,,1,wood,he,he yuails the,yuails,the,wood,Does,drill,he yuails the wood,Does he drill the wood?,neutral_nocontext,28,random_neutral_nocontext
28_random_neutral_context1,random,yuails,neutral,he,context1,"in the workshop, ",1,wood,"in the workshop, he","in the workshop, he yuails the",yuails,the,wood,Does,drill,"in the workshop, he yuails the wood",Does he drill the wood?,neutral_context1,28,random_neutral_context1
28_random_neutral_context2,random,yuails,neutral,he,context2,"at the BBQ restaurant, ",1,wood,"at the BBQ restaurant, he","at the BBQ restaurant, he yuails the",yuails,the,wood,Does,drill,"at the BBQ restaurant, he yuails the wood",Does he drill the wood?,neutral_context2,28,random_neutral_context2
28_random_subject1_nocontext,random,yuails,subject1,the carpenter,nocontext,,1,wood,the carpenter,the carpenter yuails the,yuails,the,wood,Does,drill,the carpenter yuails the wood,Does the carpenter drill the wood?,subject1_nocontext,28,random_subject1_nocontext
28_random_subject2_nocontext,random,yuails,subject2,the chef,nocontext,,1,wood,the chef,the chef yuails the,yuails,the,wood,Does,drill,the chef yuails the wood,Does the chef drill the wood?,subject2_nocontext,28,random_subject2_nocontext
29_word1_neutral_nocontext,word1,evacuated,neutral,he,nocontext,,1,building,he,he evacuated the,evacuated,the,building,Did,evacuate,he evacuated the building,Did he evacuate the building?,neutral_nocontext,29,word1_neutral_nocontext
29_word1_neutral_context1,word1,evacuated,neutral,he,context1,"due to the risk of an explosion, ",1,building,"due to the risk of an explosion, he","due to the risk of an explosion, he evacuated the",evacuated,the,building,Did,evacuate,"due to the risk of an explosion, he evacuated the building",Did he evacuate the building?,neutral_context1,29,word1_neutral_context1
29_word1_neutral_context2,word1,evacuated,neutral,he,context2,"at the end of the semester, ",1,building,"at the end of the semester, he","at the end of the semester, he evacuated the",evacuated,the,building,Did,evacuate,"at the end of the semester, he evacuated the building",Did he evacuate the building?,neutral_context2,29,word1_neutral_context2
29_word1_subject1_nocontext,word1,evacuated,subject1,the security staff,nocontext,,1,building,the security staff,the security staff evacuated the,evacuated,the,building,Did,evacuate,the security staff evacuated the building,Did the security staff evacuate the building?,subject1_nocontext,29,word1_subject1_nocontext
29_word1_subject2_nocontext,word1,evacuated,subject2,the professor,nocontext,,1,building,the professor,the professor evacuated the,evacuated,the,building,Did,evacuate,the professor evacuated the building,Did the professor evacuate the building?,subject2_nocontext,29,word1_subject2_nocontext
29_word2_neutral_nocontext,word2,evaluated,neutral,he,nocontext,,1,building,he,he evaluated the,evaluated,the,building,Did,evacuate,he evaluated the building,Did he evacuate the building?,neutral_nocontext,29,word2_neutral_nocontext
29_word2_neutral_context1,word2,evaluated,neutral,he,context1,"due to the risk of an explosion, ",1,building,"due to the risk of an explosion, he","due to the risk of an explosion, he evaluated the",evaluated,the,building,Did,evacuate,"due to the risk of an explosion, he evaluated the building",Did he evacuate the building?,neutral_context1,29,word2_neutral_context1
29_word2_neutral_context2,word2,evaluated,neutral,he,context2,"at the end of the semester, ",1,building,"at the end of the semester, he","at the end of the semester, he evaluated the",evaluated,the,building,Did,evacuate,"at the end of the semester, he evaluated the building",Did he evacuate the building?,neutral_context2,29,word2_neutral_context2
29_word2_subject1_nocontext,word2,evaluated,subject1,the security staff,nocontext,,1,building,the security staff,the security staff evaluated the,evaluated,the,building,Did,evacuate,the security staff evaluated the building,Did the security staff evacuate the building?,subject1_nocontext,29,word2_subject1_nocontext
29_word2_subject2_nocontext,word2,evaluated,subject2,the professor,nocontext,,1,building,the professor,the professor evaluated the,evaluated,the,building,Did,evacuate,the professor evaluated the building,Did the professor evacuate the building?,subject2_nocontext,29,word2_subject2_nocontext
29_word2_control_neutral_nocontext,word2_control,assessed,neutral,he,nocontext,,1,building,he,he assessed the,assessed,the,building,Did,evacuate,he assessed the building,Did he evacuate the building?,neutral_nocontext,29,word2_control_neutral_nocontext
29_word2_control_neutral_context1,word2_control,assessed,neutral,he,context1,"due to the risk of an explosion, ",1,building,"due to the risk of an explosion, he","due to the risk of an explosion, he assessed the",assessed,the,building,Did,evacuate,"due to the risk of an explosion, he assessed the building",Did he evacuate the building?,neutral_context1,29,word2_control_neutral_context1
29_word2_control_neutral_context2,word2_control,assessed,neutral,he,context2,"at the end of the semester, ",1,building,"at the end of the semester, he","at the end of the semester, he assessed the",assessed,the,building,Did,evacuate,"at the end of the semester, he assessed the building",Did he evacuate the building?,neutral_context2,29,word2_control_neutral_context2
29_word2_control_subject1_nocontext,word2_control,assessed,subject1,the security staff,nocontext,,1,building,the security staff,the security staff assessed the,assessed,the,building,Did,evacuate,the security staff assessed the building,Did the security staff evacuate the building?,subject1_nocontext,29,word2_control_subject1_nocontext
29_word2_control_subject2_nocontext,word2_control,assessed,subject2,the professor,nocontext,,1,building,the professor,the professor assessed the,assessed,the,building,Did,evacuate,the professor assessed the building,Did the professor evacuate the building?,subject2_nocontext,29,word2_control_subject2_nocontext
29_nonword_neutral_nocontext,nonword,evatuated,neutral,he,nocontext,,1,building,he,he evatuated the,evatuated,the,building,Did,evacuate,he evatuated the building,Did he evacuate the building?,neutral_nocontext,29,nonword_neutral_nocontext
29_nonword_neutral_context1,nonword,evatuated,neutral,he,context1,"due to the risk of an explosion, ",1,building,"due to the risk of an explosion, he","due to the risk of an explosion, he evatuated the",evatuated,the,building,Did,evacuate,"due to the risk of an explosion, he evatuated the building",Did he evacuate the building?,neutral_context1,29,nonword_neutral_context1
29_nonword_neutral_context2,nonword,evatuated,neutral,he,context2,"at the end of the semester, ",1,building,"at the end of the semester, he","at the end of the semester, he evatuated the",evatuated,the,building,Did,evacuate,"at the end of the semester, he evatuated the building",Did he evacuate the building?,neutral_context2,29,nonword_neutral_context2
29_nonword_subject1_nocontext,nonword,evatuated,subject1,the security staff,nocontext,,1,building,the security staff,the security staff evatuated the,evatuated,the,building,Did,evacuate,the security staff evatuated the building,Did the security staff evacuate the building?,subject1_nocontext,29,nonword_subject1_nocontext
29_nonword_subject2_nocontext,nonword,evatuated,subject2,the professor,nocontext,,1,building,the professor,the professor evatuated the,evatuated,the,building,Did,evacuate,the professor evatuated the building,Did the professor evacuate the building?,subject2_nocontext,29,nonword_subject2_nocontext
29_random_neutral_nocontext,random,mulussed,neutral,he,nocontext,,1,building,he,he mulussed the,mulussed,the,building,Did,evacuate,he mulussed the building,Did he evacuate the building?,neutral_nocontext,29,random_neutral_nocontext
29_random_neutral_context1,random,mulussed,neutral,he,context1,"due to the risk of an explosion, ",1,building,"due to the risk of an explosion, he","due to the risk of an explosion, he mulussed the",mulussed,the,building,Did,evacuate,"due to the risk of an explosion, he mulussed the building",Did he evacuate the building?,neutral_context1,29,random_neutral_context1
29_random_neutral_context2,random,mulussed,neutral,he,context2,"at the end of the semester, ",1,building,"at the end of the semester, he","at the end of the semester, he mulussed the",mulussed,the,building,Did,evacuate,"at the end of the semester, he mulussed the building",Did he evacuate the building?,neutral_context2,29,random_neutral_context2
29_random_subject1_nocontext,random,mulussed,subject1,the security staff,nocontext,,1,building,the security staff,the security staff mulussed the,mulussed,the,building,Did,evacuate,the security staff mulussed the building,Did the security staff evacuate the building?,subject1_nocontext,29,random_subject1_nocontext
29_random_subject2_nocontext,random,mulussed,subject2,the professor,nocontext,,1,building,the professor,the professor mulussed the,mulussed,the,building,Did,evacuate,the professor mulussed the building,Did the professor evacuate the building?,subject2_nocontext,29,random_subject2_nocontext
30_word1_neutral_nocontext,word1,teased,neutral,he,nocontext,,1,puppy,he,he teased the,teased,the,puppy,Did,tease,he teased the puppy,Did he tease the puppy?,neutral_nocontext,30,word1_neutral_nocontext
30_word1_neutral_context1,word1,teased,neutral,he,context1,"at the dog park, ",1,puppy,"at the dog park, he","at the dog park, he teased the",teased,the,puppy,Did,tease,"at the dog park, he teased the puppy",Did he tease the puppy?,neutral_context1,30,word1_neutral_context1
30_word1_neutral_context2,word1,teased,neutral,he,context2,"in the trendy neighborhood, ",1,puppy,"in the trendy neighborhood, he","in the trendy neighborhood, he teased the",teased,the,puppy,Did,tease,"in the trendy neighborhood, he teased the puppy",Did he tease the puppy?,neutral_context2,30,word1_neutral_context2
30_word1_subject1_nocontext,word1,teased,subject1,the kid,nocontext,,1,puppy,the kid,the kid teased the,teased,the,puppy,Did,tease,the kid teased the puppy,Did the kid tease the puppy?,subject1_nocontext,30,word1_subject1_nocontext
30_word1_subject2_nocontext,word1,teased,subject2,the tenant,nocontext,,1,puppy,the tenant,the tenant teased the,teased,the,puppy,Did,tease,the tenant teased the puppy,Did the tenant tease the puppy?,subject2_nocontext,30,word1_subject2_nocontext
30_word2_neutral_nocontext,word2,leased,neutral,he,nocontext,,1,puppy,he,he leased the,leased,the,puppy,Did,tease,he leased the puppy,Did he tease the puppy?,neutral_nocontext,30,word2_neutral_nocontext
30_word2_neutral_context1,word2,leased,neutral,he,context1,"at the dog park, ",1,puppy,"at the dog park, he","at the dog park, he leased the",leased,the,puppy,Did,tease,"at the dog park, he leased the puppy",Did he tease the puppy?,neutral_context1,30,word2_neutral_context1
30_word2_neutral_context2,word2,leased,neutral,he,context2,"in the trendy neighborhood, ",1,puppy,"in the trendy neighborhood, he","in the trendy neighborhood, he leased the",leased,the,puppy,Did,tease,"in the trendy neighborhood, he leased the puppy",Did he tease the puppy?,neutral_context2,30,word2_neutral_context2
30_word2_subject1_nocontext,word2,leased,subject1,the kid,nocontext,,1,puppy,the kid,the kid leased the,leased,the,puppy,Did,tease,the kid leased the puppy,Did the kid tease the puppy?,subject1_nocontext,30,word2_subject1_nocontext
30_word2_subject2_nocontext,word2,leased,subject2,the tenant,nocontext,,1,puppy,the tenant,the tenant leased the,leased,the,puppy,Did,tease,the tenant leased the puppy,Did the tenant tease the puppy?,subject2_nocontext,30,word2_subject2_nocontext
30_word2_control_neutral_nocontext,word2_control,rented,neutral,he,nocontext,,1,puppy,he,he rented the,rented,the,puppy,Did,tease,he rented the puppy,Did he tease the puppy?,neutral_nocontext,30,word2_control_neutral_nocontext
30_word2_control_neutral_context1,word2_control,rented,neutral,he,context1,"at the dog park, ",1,puppy,"at the dog park, he","at the dog park, he rented the",rented,the,puppy,Did,tease,"at the dog park, he rented the puppy",Did he tease the puppy?,neutral_context1,30,word2_control_neutral_context1
30_word2_control_neutral_context2,word2_control,rented,neutral,he,context2,"in the trendy neighborhood, ",1,puppy,"in the trendy neighborhood, he","in the trendy neighborhood, he rented the",rented,the,puppy,Did,tease,"in the trendy neighborhood, he rented the puppy",Did he tease the puppy?,neutral_context2,30,word2_control_neutral_context2
30_word2_control_subject1_nocontext,word2_control,rented,subject1,the kid,nocontext,,1,puppy,the kid,the kid rented the,rented,the,puppy,Did,tease,the kid rented the puppy,Did the kid tease the puppy?,subject1_nocontext,30,word2_control_subject1_nocontext
30_word2_control_subject2_nocontext,word2_control,rented,subject2,the tenant,nocontext,,1,puppy,the tenant,the tenant rented the,rented,the,puppy,Did,tease,the tenant rented the puppy,Did the tenant tease the puppy?,subject2_nocontext,30,word2_control_subject2_nocontext
30_nonword_neutral_nocontext,nonword,deased,neutral,he,nocontext,,1,puppy,he,he deased the,deased,the,puppy,Did,tease,he deased the puppy,Did he tease the puppy?,neutral_nocontext,30,nonword_neutral_nocontext
30_nonword_neutral_context1,nonword,deased,neutral,he,context1,"at the dog park, ",1,puppy,"at the dog park, he","at the dog park, he deased the",deased,the,puppy,Did,tease,"at the dog park, he deased the puppy",Did he tease the puppy?,neutral_context1,30,nonword_neutral_context1
30_nonword_neutral_context2,nonword,deased,neutral,he,context2,"in the trendy neighborhood, ",1,puppy,"in the trendy neighborhood, he","in the trendy neighborhood, he deased the",deased,the,puppy,Did,tease,"in the trendy neighborhood, he deased the puppy",Did he tease the puppy?,neutral_context2,30,nonword_neutral_context2
30_nonword_subject1_nocontext,nonword,deased,subject1,the kid,nocontext,,1,puppy,the kid,the kid deased the,deased,the,puppy,Did,tease,the kid deased the puppy,Did the kid tease the puppy?,subject1_nocontext,30,nonword_subject1_nocontext
30_nonword_subject2_nocontext,nonword,deased,subject2,the tenant,nocontext,,1,puppy,the tenant,the tenant deased the,deased,the,puppy,Did,tease,the tenant deased the puppy,Did the tenant tease the puppy?,subject2_nocontext,30,nonword_subject2_nocontext
30_random_neutral_nocontext,random,thnted,neutral,he,nocontext,,1,puppy,he,he thnted the,thnted,the,puppy,Did,tease,he thnted the puppy,Did he tease the puppy?,neutral_nocontext,30,random_neutral_nocontext
30_random_neutral_context1,random,thnted,neutral,he,context1,"at the dog park, ",1,puppy,"at the dog park, he","at the dog park, he thnted the",thnted,the,puppy,Did,tease,"at the dog park, he thnted the puppy",Did he tease the puppy?,neutral_context1,30,random_neutral_context1
30_random_neutral_context2,random,thnted,neutral,he,context2,"in the trendy neighborhood, ",1,puppy,"in the trendy neighborhood, he","in the trendy neighborhood, he thnted the",thnted,the,puppy,Did,tease,"in the trendy neighborhood, he thnted the puppy",Did he tease the puppy?,neutral_context2,30,random_neutral_context2
30_random_subject1_nocontext,random,thnted,subject1,the kid,nocontext,,1,puppy,the kid,the kid thnted the,thnted,the,puppy,Did,tease,the kid thnted the puppy,Did the kid tease the puppy?,subject1_nocontext,30,random_subject1_nocontext
30_random_subject2_nocontext,random,thnted,subject2,the tenant,nocontext,,1,puppy,the tenant,the tenant thnted the,thnted,the,puppy,Did,tease,the tenant thnted the puppy,Did the tenant tease the puppy?,subject2_nocontext,30,random_subject2_nocontext
31_word1_neutral_nocontext,word1,patched,neutral,he,nocontext,,1,pants,he,he patched the,patched,the,pants,Did,patch,he patched the pants,Did he patch the pants?,neutral_nocontext,31,word1_neutral_nocontext
31_word1_neutral_context1,word1,patched,neutral,he,context1,"with a sewing machine, ",1,pants,"with a sewing machine, he","with a sewing machine, he patched the",patched,the,pants,Did,patch,"with a sewing machine, he patched the pants",Did he patch the pants?,neutral_context1,31,word1_neutral_context1
31_word1_neutral_context2,word1,patched,neutral,he,context2,"in a forest clearing, ",1,pants,"in a forest clearing, he","in a forest clearing, he patched the",patched,the,pants,Did,patch,"in a forest clearing, he patched the pants",Did he patch the pants?,neutral_context2,31,word1_neutral_context2
31_word1_subject1_nocontext,word1,patched,subject1,the tailor,nocontext,,1,pants,the tailor,the tailor patched the,patched,the,pants,Did,patch,the tailor patched the pants,Did the tailor patch the pants?,subject1_nocontext,31,word1_subject1_nocontext
31_word1_subject2_nocontext,word1,patched,subject2,the hiker,nocontext,,1,pants,the hiker,the hiker patched the,patched,the,pants,Did,patch,the hiker patched the pants,Did the hiker patch the pants?,subject2_nocontext,31,word1_subject2_nocontext
31_word2_neutral_nocontext,word2,pitched,neutral,he,nocontext,,1,pants,he,he pitched the,pitched,the,pants,Did,patch,he pitched the pants,Did he patch the pants?,neutral_nocontext,31,word2_neutral_nocontext
31_word2_neutral_context1,word2,pitched,neutral,he,context1,"with a sewing machine, ",1,pants,"with a sewing machine, he","with a sewing machine, he pitched the",pitched,the,pants,Did,patch,"with a sewing machine, he pitched the pants",Did he patch the pants?,neutral_context1,31,word2_neutral_context1
31_word2_neutral_context2,word2,pitched,neutral,he,context2,"in a forest clearing, ",1,pants,"in a forest clearing, he","in a forest clearing, he pitched the",pitched,the,pants,Did,patch,"in a forest clearing, he pitched the pants",Did he patch the pants?,neutral_context2,31,word2_neutral_context2
31_word2_subject1_nocontext,word2,pitched,subject1,the tailor,nocontext,,1,pants,the tailor,the tailor pitched the,pitched,the,pants,Did,patch,the tailor pitched the pants,Did the tailor patch the pants?,subject1_nocontext,31,word2_subject1_nocontext
31_word2_subject2_nocontext,word2,pitched,subject2,the hiker,nocontext,,1,pants,the hiker,the hiker pitched the,pitched,the,pants,Did,patch,the hiker pitched the pants,Did the hiker patch the pants?,subject2_nocontext,31,word2_subject2_nocontext
31_word2_control_neutral_nocontext,word2_control,erected,neutral,he,nocontext,,1,pants,he,he erected the,erected,the,pants,Did,patch,he erected the pants,Did he patch the pants?,neutral_nocontext,31,word2_control_neutral_nocontext
31_word2_control_neutral_context1,word2_control,erected,neutral,he,context1,"with a sewing machine, ",1,pants,"with a sewing machine, he","with a sewing machine, he erected the",erected,the,pants,Did,patch,"with a sewing machine, he erected the pants",Did he patch the pants?,neutral_context1,31,word2_control_neutral_context1
31_word2_control_neutral_context2,word2_control,erected,neutral,he,context2,"in a forest clearing, ",1,pants,"in a forest clearing, he","in a forest clearing, he erected the",erected,the,pants,Did,patch,"in a forest clearing, he erected the pants",Did he patch the pants?,neutral_context2,31,word2_control_neutral_context2
31_word2_control_subject1_nocontext,word2_control,erected,subject1,the tailor,nocontext,,1,pants,the tailor,the tailor erected the,erected,the,pants,Did,patch,the tailor erected the pants,Did the tailor patch the pants?,subject1_nocontext,31,word2_control_subject1_nocontext
31_word2_control_subject2_nocontext,word2_control,erected,subject2,the hiker,nocontext,,1,pants,the hiker,the hiker erected the,erected,the,pants,Did,patch,the hiker erected the pants,Did the hiker patch the pants?,subject2_nocontext,31,word2_control_subject2_nocontext
31_nonword_neutral_nocontext,nonword,pdtched,neutral,he,nocontext,,1,pants,he,he pdtched the,pdtched,the,pants,Did,patch,he pdtched the pants,Did he patch the pants?,neutral_nocontext,31,nonword_neutral_nocontext
31_nonword_neutral_context1,nonword,pdtched,neutral,he,context1,"with a sewing machine, ",1,pants,"with a sewing machine, he","with a sewing machine, he pdtched the",pdtched,the,pants,Did,patch,"with a sewing machine, he pdtched the pants",Did he patch the pants?,neutral_context1,31,nonword_neutral_context1
31_nonword_neutral_context2,nonword,pdtched,neutral,he,context2,"in a forest clearing, ",1,pants,"in a forest clearing, he","in a forest clearing, he pdtched the",pdtched,the,pants,Did,patch,"in a forest clearing, he pdtched the pants",Did he patch the pants?,neutral_context2,31,nonword_neutral_context2
31_nonword_subject1_nocontext,nonword,pdtched,subject1,the tailor,nocontext,,1,pants,the tailor,the tailor pdtched the,pdtched,the,pants,Did,patch,the tailor pdtched the pants,Did the tailor patch the pants?,subject1_nocontext,31,nonword_subject1_nocontext
31_nonword_subject2_nocontext,nonword,pdtched,subject2,the hiker,nocontext,,1,pants,the hiker,the hiker pdtched the,pdtched,the,pants,Did,patch,the hiker pdtched the pants,Did the hiker patch the pants?,subject2_nocontext,31,nonword_subject2_nocontext
31_random_neutral_nocontext,random,jabcted,neutral,he,nocontext,,1,pants,he,he jabcted the,jabcted,the,pants,Did,patch,he jabcted the pants,Did he patch the pants?,neutral_nocontext,31,random_neutral_nocontext
31_random_neutral_context1,random,jabcted,neutral,he,context1,"with a sewing machine, ",1,pants,"with a sewing machine, he","with a sewing machine, he jabcted the",jabcted,the,pants,Did,patch,"with a sewing machine, he jabcted the pants",Did he patch the pants?,neutral_context1,31,random_neutral_context1
31_random_neutral_context2,random,jabcted,neutral,he,context2,"in a forest clearing, ",1,pants,"in a forest clearing, he","in a forest clearing, he jabcted the",jabcted,the,pants,Did,patch,"in a forest clearing, he jabcted the pants",Did he patch the pants?,neutral_context2,31,random_neutral_context2
31_random_subject1_nocontext,random,jabcted,subject1,the tailor,nocontext,,1,pants,the tailor,the tailor jabcted the,jabcted,the,pants,Did,patch,the tailor jabcted the pants,Did the tailor patch the pants?,subject1_nocontext,31,random_subject1_nocontext
31_random_subject2_nocontext,random,jabcted,subject2,the hiker,nocontext,,1,pants,the hiker,the hiker jabcted the,jabcted,the,pants,Did,patch,the hiker jabcted the pants,Did the hiker patch the pants?,subject2_nocontext,31,random_subject2_nocontext
32_word1_neutral_nocontext,word1,pricked,neutral,he,nocontext,,1,finger,he,he pricked his,pricked,his,finger,Did,prick,he pricked his finger,Did he prick his finger?,neutral_nocontext,32,word1_neutral_nocontext
32_word1_neutral_context1,word1,pricked,neutral,he,context1,"when learning to knit, ",1,finger,"when learning to knit, he","when learning to knit, he pricked his",pricked,his,finger,Did,prick,"when learning to knit, he pricked his finger",Did he prick his finger?,neutral_context1,32,word1_neutral_context1
32_word1_neutral_context2,word1,pricked,neutral,he,context2,"in a hide-and-seek game, ",1,finger,"in a hide-and-seek game, he","in a hide-and-seek game, he pricked his",pricked,his,finger,Did,prick,"in a hide-and-seek game, he pricked his finger",Did he prick his finger?,neutral_context2,32,word1_neutral_context2
32_word1_subject1_nocontext,word1,pricked,subject1,the careless kid,nocontext,,1,finger,the careless kid,the careless kid pricked his,pricked,his,finger,Did,prick,the careless kid pricked his finger,Did the careless kid prick his finger?,subject1_nocontext,32,word1_subject1_nocontext
32_word1_subject2_nocontext,word1,pricked,subject2,the cheeky brother,nocontext,,1,finger,the cheeky brother,the cheeky brother pricked his,pricked,his,finger,Did,prick,the cheeky brother pricked his finger,Did the cheeky brother prick his finger?,subject2_nocontext,32,word1_subject2_nocontext
32_word2_neutral_nocontext,word2,tricked,neutral,he,nocontext,,1,finger,he,he tricked his,tricked,his,finger,Did,prick,he tricked his finger,Did he prick his finger?,neutral_nocontext,32,word2_neutral_nocontext
32_word2_neutral_context1,word2,tricked,neutral,he,context1,"when learning to knit, ",1,finger,"when learning to knit, he","when learning to knit, he tricked his",tricked,his,finger,Did,prick,"when learning to knit, he tricked his finger",Did he prick his finger?,neutral_context1,32,word2_neutral_context1
32_word2_neutral_context2,word2,tricked,neutral,he,context2,"in a hide-and-seek game, ",1,finger,"in a hide-and-seek game, he","in a hide-and-seek game, he tricked his",tricked,his,finger,Did,prick,"in a hide-and-seek game, he tricked his finger",Did he prick his finger?,neutral_context2,32,word2_neutral_context2
32_word2_subject1_nocontext,word2,tricked,subject1,the careless kid,nocontext,,1,finger,the careless kid,the careless kid tricked his,tricked,his,finger,Did,prick,the careless kid tricked his finger,Did the careless kid prick his finger?,subject1_nocontext,32,word2_subject1_nocontext
